Book,Chapter,Verse,Content
디모데전서,1,17,영원하다 썩다 보이지 홀로 하나님 존귀 영광 영원무궁 아멘
디모데전서,1,18,아들 디모데 교훈 지도 예언 따르다 선하다 싸움 싸우다
디모데전서,1,19,믿음 착하다 양심 가지 어떻다 양심 버리다 믿음 파선
디모데전서,1,20,가운데 메다 알렉산더 사탄 내주다 훈계 받다 신성 모독
디모데전서,2,1,기도 가르침 첫째 권하다 모든 간구 기도 도고 감사
디모데전서,2,2,임금 높다 지위 모든 하라 모든 경건 단정하다 고요하다 평안하다 생활
디모데전서,2,3,구주 하나님 선하다 받다
디모데전서,2,4,하나님 모든 구원 받다 진리 알다 기르다 원하다
디모데전서,2,5,하나님 불다 하나님 사이 불다 그리스도 예수
디모데전서,2,6,모든 속물 주다 기약 주신 증거
디모데전서,2,7,전파 사도 세우다 입다 참말 거짓말 믿음 진리 이방인 스승 되어다
디모데전서,2,8,각처 남자 분노 다툼 거룩하다 들다 기도 원하다
디모데전서,2,9,여자 단정하다 입다 소박하다 정절 단장 머리 진주 값지다
디모데전서,2,10,선행 원하다 하나님 외한 마땅하다
디모데전서,2,11,여자 일체 순종 조용하다 배우
디모데전서,2,12,여자 가르치다 남자 주관 허락 하노 조용하다
디모데전서,2,13,아담 먼저 지음 받다 하와
디모데전서,2,14,아담 여자 빠지다
디모데전서,2,15,여자 정숙 믿음 사랑 거룩하다 해산 구원 얻다
디모데전서,3,1,감독 집사 자격 미쁘 감독 직분 얻다 선하다 사모
디모데전서,3,2,감독 책망 아내 남편 절제 신중하다 단정하다 나그네 대접 가르치다 기르다
디모데전서,3,3,즐기다 구타 관용 다투다 사랑
디모데전서,3,4,자다 다스리다 자녀 모든 공손하다 복종 자라다
디모데전서,3,5,다스리다 하나님 교회 돌보다
디모데전서,3,6,새롭다 입교 자도 지니 교만하다 마귀 정죄 정죄 빠지다
디모데전서,3,7,외인 선하다 증거 얻다 자라다 비방 마귀 빠지다 염려
디모데전서,3,8,집사 정중하다 일구이언 박히다 더럽다
디모데전서,3,9,깨끗하다 양심 믿음 비밀 가지다 자라다
디모데전서,3,10,먼저 시험 책망 집사 직분 맡다
디모데전서,3,11,여자 정숙 모함 절제 모든 충성 자라다
디모데전서,3,12,집사 아내 남편 되어다 자녀 자다 다스리다 일지
디모데전서,3,13,집사 직분 자다 아름답다 지위 그리스도 예수 믿음 크다 담력 얻다
디모데전서,3,14,경건 비밀 가기 바라다 쓰다
디모데전서,3,15,지체 하나님 어떻다 집다 계시다 하나님 교회 진리 기둥 터니
디모데전서,3,16,크다 경건 비밀
디모데전서,4,1,거짓말 성령 밝히다 말씀 기르다 후일 어떻다 믿음 떠나다 미혹 귀신 가르침 따르다
디모데전서,4,2,양심 화인 맞다 외식 거짓말
디모데전서,4,3,혼인 어떻다 음식물 먹다 음식물 하나님 지다 바니 믿다 진리 알다 감사하다 받다
디모데전서,4,4,하나님 지다 모든 선하다 감사하다 받다 버리다
디모데전서,4,5,하나님 말씀 기도 거룩하다
디모데전서,4,6,그리스도 예수 좋다 일꾼 형제 깨우치다 그리스도 예수 좋다 일꾼 되어다 믿음 말씀 따르다 좋다 교훈 양육 받다
디모데전서,4,7,망령 허다 신화 버리다 경건 하라
디모데전서,4,8,육체 유익 경건 범사 유익하다 금생 내생 약속
디모데전서,4,9,미쁘 모든 받다
디모데전서,4,10,수고 힘쓰다 소망 계시다 하나님 두다 모든 믿다 구주시
디모데전서,4,11,가르치다
디모데전서,4,12,업다 행실 사랑 믿음 정절 믿다 되어다
디모데전서,4,13,읽다 권하다 가르치다 전념
디모데전서,4,14,은사 장로 안수 받다 예언 받다 가볍다 말다
디모데전서,4,15,모든 전심 전력 성숙하다 모든 나타나다 하라
디모데전서,4,16,가르침 살피다 계속 행함 듣다 자르다 하리
디모데전서,5,1,성도 대하 태도 늙은이 꾸짖다 아버지 젊은이 형제
디모데전서,5,2,늙다 여자 어머니 젊다 여자 오다 깨끗하다 자매 하라
디모데전서,5,3,차다 과부 과부 존대
디모데전서,5,4,어떻다 과부 자녀 손자 먼저 부모 보답 배우다 하라 하나님 받다
디모데전서,5,5,차다 과부 외롭다 자다 하나님 소망 두다 주야 항상 간구 기도 거니
디모데전서,5,6,향락 좋아하다 자다 살다 죽다
디모데전서,5,7,책망 받다 하라
디모데전서,5,8,친족 가족 돌보다 믿음 배반 불신 악한 자다
디모데전서,5,9,과부 명부 올리다 자다 나이 육십이 남편 아내 자로
디모데전서,5,10,선하다 행실 증거 자녀 양육 나그네 대접 성도 씻다 환난 당한 구제 모든 선하다 자라다
디모데전서,5,11,젊다 과부 리지 지니 정욕 그리스도 배반 시집 가다
디모데전서,5,12,처음 믿음 버리다 정죄 받다
디모데전서,5,13,게으름 익히다 집집 돌다 다니다 게으르다 쓸데없다 만들다 마땅하다
디모데전서,5,14,젊은이 시집 가다 낳다 다스리다 대적 비방 기회 주지 말기 원하다
디모데전서,5,15,사탄 돌아가다
디모데전서,5,16,믿다 여자 과부 친척 주다 교회 지지 하라 차다 과부 주다
디모데전서,5,17,자다 다스리다 장로 존경 자로 알다 말씀 가르침 수고 더욱 그리다
디모데전서,5,18,성경 곡식 밟다 뜨다 소의 씌우다 말르다 일꾼 받다 마땅하다
디모데전서,5,19,장로 고발 두다 증인 받다
디모데전서,5,20,범죄 모든 꾸짖다 나머지 두렵다 하라
디모데전서,5,21,하나님 그리스도 예수 택하심 받다 천사 엄히 편견 지키다 일도 불공평하다 말다
디모데전서,5,22,경솔하다 안수 간섭 말다 지키다 정결 하라
디모데전서,5,23,말다 위장 자주 포도주 쓰다
디모데전서,5,24,어떻다 밝히다 드러나다 먼저 심판 나아가다 어떻다 따르다
디모데전서,5,25,선행 밝히다 드러나다 숨다
디모데전서,6,1,무릇 멍에 상전 범사 마땅하다 공경 자로 알다 하나님 이름 교훈 비방 받다
디모데전서,6,2,믿다 상전이 상전 형제 가볍다 자다 섬기다 하라 유익 받다 믿다 사랑 받다 자임 가르치다
디모데전서,6,3,말씀 경건 교훈 교훈 바르다 예수 그리스도 말씀 경건 교훈 따르다
디모데전서,6,4,교만하다 변론 언쟁 좋아하다 자다 투기 분쟁 비방 악한 나다
디모데전서,6,5,마음 부패하다 진리 잃다 버리다 경건 이익 방도 다툼 일어나다
디모데전서,6,6,족하 마음 경건 크다 이익
디모데전서,6,7,세상 가지 가지 가지 하리
디모데전서,6,8,먹다
디모데전서,6,9,시험 여러 가지 어리석다 해롭다 욕심 떨어지다 파멸 멸망 빠지다
디모데전서,6,10,사랑 일만 악의 뿌리 미혹 받다 믿음 떠나다 많다 근심 찌르다
디모데전서,6,11,믿음 선하다 싸움 하나님 피하 경건 믿음 사랑 인내 온유 따르다
디모데전서,6,12,믿음 선하다 싸움 싸우다 영생 취하 부르다 받다 많다 증인 선하다 증언
디모데전서,6,13,만물 하나님 디오 빌라도 선하다 증언 그리스도 예수
디모데전서,6,14,예수 그리스도 나타나다 책망 받다 명령 키라
디모데전서,6,15,기약 하나님 나타나다 보이다 하나님 복되다 유일하다 주권 자이시 만주 주시
디모데전서,6,16,죽지 가까이 가지 어떻다 보지 존귀 영원하다 권능 돌리다 아멘
디모데전서,6,17,세대 마음 높이 정함 재물 소망 두다 모든 주사 누리 하나님 두다
디모데전서,6,18,선하다 사업 나누다 주기 좋아하다 너그럽다 자가 하라
디모데전서,6,19,장래 좋다 쌓다 참되다 생명 취하
디모데전서,6,20,디모데 망령 헛된 거짓 지식 반론 피함 부탁 키라
디모데전서,6,21,따르다 믿음 벗어나다 은혜
디모데후서,1,1,인사 하나님 그리스도 예수 생명 약속 그리스도 예수 사도 바울
디모데후서,1,2,사랑 아들 디모데 편지 하나님 아버지 그리스도 예수 은혜 긍휼 평강
디모데후서,1,3,복음 고난 받다 밤낮 간구 가운데 청결하다 양심 조상 섬기다 오다 하나님 감사하다
디모데후서,1,4,눈물 원함 기쁨 가득하다
디모데후서,1,5,거짓 믿음 믿음 먼저 외조 로이스 어머니 유니 확신
디모데후서,1,6,안수 하나님 은사 하노
디모데후서,1,7,하나님 주신 두렵다 마음 능력 사랑 절제 마음
디모데후서,1,8,증언 갇히다 나르다 부끄럽다 하나님 능력 따르다 복음 고난 받다
디모데후서,1,9,하나님 구원 하사 거룩하다 소명 부르다 심다 행위 영원 그리스도 예수 주신 은혜
디모데후서,1,10,구주 그리스도 예수 나타나다 나타나다 사망 복음 생명 썩다 드러내다
디모데후서,1,11,복음 선포 사도 교사 세우다 입다
디모데후서,1,12,고난 받다 부끄럽다 믿다 자르다 의탁 지키다 확신
디모데후서,1,13,그리스도 예수 믿음 사랑 내다 들다 바르다 본받다 지키다
디모데후서,1,14,성령 부탁 아름답다 키라
디모데후서,1,15,아시아 모든 나르다 버리다 아나니 부겔로 허다
디모데후서,1,16,원하다 네시 보로 긍휼 베풀다 오다 나르다 자주 격려 주다 사슬 부끄럽다
디모데후서,1,17,로마 나르다 부지런하다 찾아오다 만나다
디모데후서,1,18,원하다 그로 주의 긍휼 입다 소서 에베소 봉사 자다 알다
디모데후서,2,1,예수 그리스도 좋다 병사 아들 그리스도 예수 은혜 가운데 강하다
디모데후서,2,2,많다 증인 내다 들다 바르다 충성 부탁 가르치다
디모데후서,2,3,그리스도 예수 좋다 병사 나오다 고난 받다
디모데후서,2,4,병사 복무 자다 생활 얽매이다 자가 병사 모집 자르다 기쁘다
디모데후서,2,5,경기 자가 법대 경기 승리자 얻지
디모데후서,2,6,수고 농부가 곡식 먼저 받다 마땅하다
디모데후서,2,7,보라 범사 총명 주다
디모데후서,2,8,복음 다윗 죽다 가운데 살아나다 예수 그리스도 기억 하라
디모데후서,2,9,복음 죄인 매다 고난 받다 하나님 말씀
디모데후서,2,10,택함 받다 모든 차다 그리스도 예수 구원 영원하다 영광 받다
디모데후서,2,11,미쁘 죽다
디모데후서,2,12,참다 노릇 부인 주도 부인
디모데후서,2,13,미쁨 주다 항상 미쁘시 부인
디모데후서,2,14,인정 받다 일꾼 기억 말다툼 하나님 엄히 유익 도리어 듣다 망하다
디모데후서,2,15,진리 말씀 옳다 분별 부끄럽다 일꾼 인정 자로 하나님 드리다 기르다 힘쓰다
디모데후서,2,16,망령 헛된 버리다 경건하다 나아가다
디모데후서,2,17,악성 종양 퍼지다 나가다 메다 빌레도
디모데후서,2,18,진리 그릇되다 부활 지나가다 어떻다 믿음 무너 뜨다 느니라
디모데후서,2,19,하나님 견고하다 서다 인침 백성 알다 주의 이름 부르다 불의 떠나다
디모데후서,2,20,크다 그릇 그릇 나무 그릇 질그릇 귀하다 쓰다 천하다 쓰다
디모데후서,2,21,이렇다 깨끗하다 귀하다 쓰다 그릇 되어다 거룩하다 주인 쓰다 합당 모든 선하다 준비
디모데후서,2,22,청년 정욕 피하 깨끗하다 마음 부르다 믿음 사랑 화평 따르다
디모데후서,2,23,어리석다 무식하다 변론 버리다 다툼 알다
디모데후서,2,24,주의 종은 마땅하다 다투다 모든 대하 온유 가르치다 기르다 참다
디모데후서,2,25,거역 자르다 온유 훈계 하나님 회개 주사 진리
디모데후서,2,26,깨다 마귀 벗어나다 하나님 사로잡히다 되어다 따르다
디모데후서,3,1,마지막 가르침 알라 말세 고통
디모데후서,3,2,사랑 사랑 자랑 교만하다 비방 부모 거역 감사하다 거룩하다
디모데후서,3,3,무정하다 원통 모함 절제 나우 선하다 좋아하다
디모데후서,3,4,배신 조급하다 자만하다 쾌락 사랑 하나님 사랑 더하다
디모데후서,3,5,경건 모양 경건 능력 부인 돌아서다
디모데후서,3,6,들어가다 어리석다 여자 유인 여자 지고 여러 가지 욕심 끌리다 되어다
디모데후서,3,7,항상 배우 끝내 진리 지식
디모데후서,3,8,브레가 모세 대적 진리 대적 마음 부패하다 믿음 버리다 받다
디모데후서,3,9,나아가다 어리석음 드러나다 것임
디모데후서,3,10,교훈 행실 의향 믿음 차다 사랑 인내
디모데후서,3,11,박해 받다 고난 안디옥 고니 루스드라 당한 일과 어떠하다 박해 받다 알다 모든 가운데 나르다 건지다
디모데후서,3,12,무릇 그리스도 예수 경건하다 살다 자다 박해 받다
디모데후서,3,13,악한 속이다 더욱 악하다 속기
디모데후서,3,14,배우다 확신 배우다 알다
디모데후서,3,15,어리다 성경 알다 성경 그리스도 예수 믿음 구원 지혜
디모데후서,3,16,모든 성경 하나님 감동 교훈 책망 바르게 교육 유익하다
디모데후서,3,17,하나님 온전 모든 선하다 능력 갖추다
디모데후서,4,1,하나님 죽다 자르다 심판 그리스도 예수 나타나다 나라 두다 엄히
디모데후서,4,2,말씀 전파 얻다 얻다 항상 힘쓰다 범사 차다 가르침 경책 경계
디모데후서,4,3,바르다 교훈 받다 귀가 가다 사욕 따르다 스승 두다
디모데후서,4,4,진리 돌이키다 허다 따르다
디모데후서,4,5,모든 신중하다 고난 받다 전도자 직무 하라
디모데후서,4,6,전제 벌써 부다 떠나다 가깝다
디모데후서,4,7,선하다 싸움 싸우다 달려가다 믿음 지키다
디모데후서,4,8,나르다 의의 면류관 예비 되어다 울다 재판 내다 줄다 내다 주의 나타나다 사모 모든 도니
디모데후서,4,9,사사롭다 부탁 어서 내게로 오라
디모데후서,4,10,데마 세상 사랑 나르다 버리다 데살로니가 가다 스게 갈라디아 디도 달마 디아 가다
디모데후서,4,11,나오다 오다 마가 데리 오라 유익하다
디모데후서,4,12,두다 에베소 보내다
디모데후서,4,13,오다 드로 가보 두다 겉옷 가지 오다 특별하다 가죽 종이 쓸다 가져오다
디모데후서,4,14,구리 세공 업자 알렉산더 내다 입히다 갚다
디모데후서,4,15,주의 하라 심하다 대적
디모데후서,4,16,처음 변명 나오다 자가 나르다 버리다 허물 돌리지 원하다
디모데후서,4,17,서서 주심 나로 선포 말씀 오다 전파 되어다 모든 이방인 듣다 사자 건지다 받다
디모데후서,4,18,나르다 모든 악한 건지다 천국 들어가다 구원 영광 세다 무궁 아멘
디모데후서,4,19,인사 리스 오다 아굴라와 네시 보로 문안
디모데후서,4,20,라스 고린도 머물다 드로비모 병들다 밀레 두다 노니
디모데후서,4,21,겨울 어서 오라 불로 부다 리노 라우 디아 모든 형제 문안
디모데후서,4,22,심령 계시 기르다 바라다 은혜
디도서,1,1,인사 하나님 종이 예수 그리스도 사도 바울 사도 하나님 믿음 경건하다 진리 지식
디도서,1,2,영생 소망 위함 영생 거짓 하나님 영원 약속
디도서,1,3,말씀 전도 나타내다 전도 구주 하나님 내다 맡다
디도서,1,4,믿음 따르다 차다 아들 디도 편지 하나님 아버지 그리스도 예수 은혜 평강
디도서,1,5,그레데 디도 그레데 남기다 두다 이유 남다 정리 장로 세우다
디도서,1,6,책망 아내 남편 방탕하다 비난 받다 불순종 믿다 자녀 두다 자라다
디도서,1,7,감독 하나님 청지기 책망 고집 급하다 내지 즐기다 구타 더럽다 이득
디도서,1,8,나그네 대접 선행 좋아하다 신중하다 로우 거룩하다 절제
디도서,1,9,미쁜 말씀 가르침 지키다 하리 바르다 교훈 권면 거슬러 책망
디도서,1,10,불순종 헛된 속이다 자가 많다 할례 가운데 그러하다
디도서,1,11,이렇다 더럽다 이득 취하 려고 마땅하다 가르치다 가정 온통 무너 뜨다
디도서,1,12,그레데 어떻다 선지자 말다 데인 항상 거짓말쟁이 악한 짐승 게으름뱅이 하니
디도서,1,13,증언 참되다 엄히 꾸짖다 믿음 온전
디도서,1,14,유대인 허다 진리 배반 명령 따르다
디도서,1,15,깨끗하다 모든 깨끗하다 더럽다 믿다 깨끗하다 마음 양심 더럽다
디도서,1,16,하나님 시인 행위 부인 가증 복종 모든 선하다 버리다 자다
디도서,2,1,교훈 합당 바르다 교훈 합당
디도서,2,2,늙다 남자 절제 경건하다 신중하다 믿음 사랑 인내 온전
디도서,2,3,늙다 여자 행실 거룩하다 모함 말다 많다 종이 선하다 가르치다
디도서,2,4,젊다 여자 교훈 남편 자녀 사랑
디도서,2,5,신중하다 순전하다 집안 선하다 남편 복종 하라 하나님 말씀 비방 받다
디도서,2,6,젊다 남자 신중하다 권면
디도서,2,7,범사 선하다 보이 교훈 부패하다 단정하다
디도서,2,8,책망 바르다 하라 대적 자로 부끄럽다 악하다
디도서,2,9,상전 범사 순종 기쁘다 거슬러 말다
디도서,2,10,훔치다 모든 참되다 실성 나타내다 하라 범사 구주 하나님 교훈 빛나다
디도서,2,11,모든 구원 주시 하나님 은혜 나타나다
디도서,2,12,양육 경건하다 세상 정욕 버리다 신중하다 로움 경건하다 세상
디도서,2,13,복스럽다 소망 크다 하나님 구주 예수 그리스도 영광 나타나다 기다리다
디도서,2,14,대신 주심 모든 불법 깨끗하다 하사 선하다 백성
디도서,2,15,선하다 가르치다 권면 모든 권위 책망 업신여김 받다 말르다
디도서,3,1,치자 권세 잡다 복종 순종 모든 선하다 준비
디도서,3,2,비방 말다 다투다 말다 관용 범사 온유 모든 나타내다 기억 하라
디도서,3,3,어리석다 순종 여러 가지 정욕 행락 노릇 악독 투기 일삼 가증 피차 미워하다 자다
디도서,3,4,구주 하나님 자비 사랑 나타나다
디도서,3,5,구원 행위 말미 긍휼 따르다 중생 씻다 성령 새롭다
디도서,3,6,구주 예수 그리스도 성령 성하다 부어 주사
디도서,3,7,은혜 입다 의롭다 얻다 영생 소망 따르다 상속
디도서,3,8,미쁘도 원하다 여러 대하 굳다 하라 하나님 믿다 조심하다 선하다 힘쓰다 아름답다 유익하다
디도서,3,9,어리석다 변론 족보 분쟁 율법 다툼 피하 무익하다 헛된
디도서,3,10,이단 훈계 멀리
디도서,3,11,이러하다 알다 부패하다 스스로 정죄 자로 짓다
디도서,3,12,부탁 인사 데마 기고 보내다 급하다 볼리 내다 오라 거기 겨울 지내다 작정
디도서,3,13,율법 교사 세다 아볼로 급하다 먼저 보내다 부족함
디도서,3,14,열매 자가 필요하다 준비 좋다 쓰기 배우다 하라
디도서,3,15,나오다 자가 문안 믿음 사랑 문안 은혜 무리
빌레몬서,1,1,인사 그리스도 예수 갇히다 바울 형제 디모데 사랑 받다 역자 빌다 레몬
빌레몬서,1,2,자매 압비아 병사 아킵보 교회 편지
빌레몬서,1,3,하나님 아버지 예수 그리스도 은혜 평강
빌레몬서,1,4,빌다 레몬 믿음 사랑 항상 하나님 감사하다 기도 말함
빌레몬서,1,5,예수 모든 성도 사랑 믿음 들다
빌레몬서,1,6,믿음 교제 가운데 그리스도 역사
빌레몬서,1,7,형제 성도 마음 평안하다 얻다 사랑 많다 기쁨 위로 받다
빌레몬서,1,8,오네시모 간구 그리스도 담대하다 마땅하다 일로 수도
빌레몬서,1,9,도리어 사랑 간구 나이 많다 바울 예수 그리스도 갇히다 되어다
빌레몬서,1,10,갇히다 낳다 아들 오네시모 간구
빌레몬서,1,11,무익하다 나오다 유익하다
빌레몬서,1,12,돌리다 보내다 심복
빌레몬서,1,13,내다 머물다 복음 갇히다 대신 나르다 섬기다
빌레몬서,1,14,승낙 원하다 하노 선하다 억지 자의
빌레몬서,1,15,떠나다 영원하다 두다
빌레몬서,1,16,대하 사랑 받다 형제 자라 내다 특별하다 그러하다 육신 상관 네게랴
빌레몬서,1,17,나르다 역자 알다 영접 내다
빌레몬서,1,18,불의 빚진 계산
빌레몬서,1,19,바울 친필 쓰다 갚다 내다 빚진
빌레몬서,1,20,형제 나로 기쁨 얻다 마음 그리스도 평안하다 하라
빌레몬서,1,21,순종 확신 하므다 써다 노니 알다
빌레몬서,1,22,나르다 숙소 마련 기도 나아가다 바라다
빌레몬서,1,23,인사 그리스도 예수 나오다 갇히다 에바 브라
빌레몬서,1,24,역자 마가 리스 데마 문안
빌레몬서,1,25,예수 그리스도 은혜 심령
히브리서,1,1,하나님 아들 말씀 옛적 선지자 여러 부분 여러 모양 조상 말씀 하나님
히브리서,1,2,모든 마지막 아들 말씀 아들 만유 상속 세우다 그로 모든 세계 지다
히브리서,1,3,하나님 영광 광채 본체 형상 시라 능력 말씀 만물 붙들다 정결 높다 계시다 크다 이의 우편 앉다
히브리서,1,4,천사 뛰어나다 들보 더욱 아름답다 이름 기업 얻다
히브리서,1,5,하나님 천사 아들 오늘 낳다 아버지 내다 아들
히브리서,1,6,맏아들 이끌다 세상 들어오다 하나님 모든 천사 경배 말씀
히브리서,1,7,천사 천사 바람 역자 불꽃 삼다
히브리서,1,8,아들 하나님 주의 보좌 영영 주의 나라 공평하다
히브리서,1,9,사랑 불법 미워하다 하나님 주의 하나님 즐거움 기름 부어 동류 뛰어나다
히브리서,1,10,태초 기초 두다 하늘 주의 지다 바라다
히브리서,1,11,멸망하다 주다 영존 낡아지다
히브리서,1,12,의복 갈아입다 변하다 주다 여전하다 연대
히브리서,1,13,천사 원수 발등 상이 우편 앉다
히브리서,1,14,모든 천사 섬기다 구원 받다 상속 섬기다 내심
히브리서,2,1,크다 구원 들다 더욱 유념 흐르다 떠내려가다 마땅하다
히브리서,2,2,천사 말씀 견고하다 되어다 모든 범죄 순종 공정하다 보응 받다
히브리서,2,3,크다 구원 보응 피다 구원 처음 주로 말씀 들다 확증 바니
히브리서,2,4,하나님 표적 기사 여러 가지 능력 따르다 성령 나누다 주신 증언
히브리서,2,5,구원 창시자 하나님 장차 오다 세상 천사 복종
히브리서,2,6,증언 이기 인자 이기 돌보다
히브리서,2,7,천사 영광 존귀 씌우다
히브리서,2,8,만물 복종 만물 복종 복종 만물 복종 보지
히브리서,2,9,천사 입다 죽음 고난 받다 영광 존귀 쓸다 예수 심다 하나님 은혜 모든 죽음 맛보다
히브리서,2,10,만물 그로 말미 많다 아들 이끌다 영광 들어가다 구원 창시자 고난 온전 합당
히브리서,2,11,거룩하다 거룩하다 입다 근원 나다 형제 부르다 시기 부끄럽다
히브리서,2,12,주의 이름 형제 선포 교회 찬송 하리
히브리서,2,13,의지 하리 나오다 하나님 내다 주신 자녀
히브리서,2,14,자녀 모양 지니 심다 죽음 죽음 세력 잡다 마귀
히브리서,2,15,죽다 무섭다 한평생 노릇 모든 놓다 주다
히브리서,2,16,확실하다 천사 붙들다 주다 아브라함 자손 붙들다 주다
히브리서,2,17,범사 형제 마땅하다 하나님 자비 신실하다 대제사장 되어다 백성
히브리서,2,18,시험 받다 고난 당하다 시험 받다 도우
히브리서,3,1,하나님 주시 안식 하늘 부르다 받다 거룩하다 형제 믿다 도리 사다 대제사장 예수 깊이 하라
히브리서,3,2,세우다 신실하다 기르다 모세 하나님
히브리서,3,3,모세 더욱 영광 받다 지은 자가 더욱 존귀
히브리서,3,4,지은 만물 지다 하나님 시라
히브리서,3,5,모세 장래 증언 하나님 신실하다
히브리서,3,6,그리스도 하나님 맡다 아들 소망 확신 자랑 굳다 잡고
히브리서,3,7,성령 오늘 음성 듣다
히브리서,3,8,광야 시험 거역 마음 완고하다 말르다
히브리서,3,9,거기 조가 나르다 시험 험하다 사다 행사
히브리서,3,10,세대 기르다 항상 마음 미혹 되어다
히브리서,3,11,맹세 안식 들어오다 하리
히브리서,3,12,형제 삼가다 믿다 악한 마음 품다 계시다 하나님 떨어지다 조심하다
히브리서,3,13,오늘이 일컫다 매일 피차 권면 유혹 완고하다 하라
히브리서,3,14,시작 확신 견고하다 잡고 그리스도 참여 자가
히브리서,3,15,성경 오늘 음성 듣다 격노하다 마음 완고하다 말르다
히브리서,3,16,듣다 격노하다 자가 모세 따르다 애굽 나오다 모든
히브리서,3,17,하나님 사다 시체 광야 드럽다 범죄
히브리서,3,18,하나님 맹세 하사 안식 들어오다 하리 순종
히브리서,3,19,보건 믿다 들어가다
히브리서,4,1,두렵다 안식 들어가다 약속 남아 자가
히브리서,4,2,복음 전함 받다 들다 말씀 유익하다 듣다 자가 믿음 결부
히브리서,4,3,믿다 안식 들어가다 말씀 맹세 안식 들어오다 하리 세상 창조 이루어지다
히브리서,4,4,칠일 어딘가 하나님 칠일 모든 쉬다
히브리서,4,5,거기 안식 들어오다 하리
히브리서,4,6,거기 들어가다 남아 복음 전함 먼저 받다 순종 들어가다
히브리서,4,7,다윗 오늘이 미리 오늘 음성 듣다 마음 완고하다 말르다
히브리서,4,8,여호수아 안식 주다 말씀
히브리서,4,9,안식 하나님 백성 남아
히브리서,4,10,안식 들어가다 자다 하나님 쉬심 쉬다
히브리서,4,11,안식 들어가다 힘쓰다 순종 빠지다
히브리서,4,12,하나님 말씀 좌우 날선 어떻다 예리하다 관절 골수 찌르다 쪼개다 마음 판단
히브리서,4,13,지다 나타나다 결산 받다 이의 만물 벌겋다 벗다 드러나다
히브리서,4,14,크다 대제사장 예수 크다 대제사장 계시다 승천 하나님 아들 수시 믿다 도리 굳다 잡다
히브리서,4,15,대제사장 연약하다 동정 모든 시험 받다
히브리서,4,16,긍휼 받다 따르다 돕다 은혜 얻다 은혜 보좌 담대하다 나아가다
히브리서,5,1,대제사장 가운데 자다 하나님 예물 속죄 제사 드리다
히브리서,5,2,무식하다 미혹 자르다 용납 연약 휩싸이다
히브리서,5,3,백성 속죄 드림 드리다 마땅하다
히브리서,5,4,존귀 스스로 취하 아론 하나님 부르다 받다 자라다
히브리서,5,5,그리스도 대제사장 심다 스스로 영광 취하 말씀 아들 오늘 낳다
히브리서,5,6,말씀 영원하다 멜기세덱 따르다 제사장
히브리서,5,7,육체 계시다 죽음 구원 심하다 통곡 눈물 간구 소원 올리다 경건하다 들다 얻다
히브리서,5,8,아들 면서 받다 고난 순종 배우다
히브리서,5,9,온전 순종 모든 영원하다 구원 근원
히브리서,5,10,하나님 멜기세덱 따르다 대제사장 칭하심 받다
히브리서,5,11,변절 경계 멜기세덱 많다 듣다 둔하다 설명 어리다
히브리서,5,12,되어다 마땅하다 선생 되어다 하나님 말씀 초보 대하 가르침 받다 처지 단단하다 음식 먹다 먹다 자가 되어다
히브리서,5,13,먹다 어리다 의의 말씀 경험
히브리서,5,14,단단하다 음식 장성 자의 지각 사용 받다 선악 분별 들이다
히브리서,6,1,그리스도 도의 초보 버리다 죽다 행실 회개 하나님 신앙
히브리서,6,2,세례 안수 죽다 자의 부활 영원하다 심판 교훈 닦다 완전하다 나아가다
히브리서,6,3,하나님 허락 하리
히브리서,6,4,받다 하늘 은사 맛보다 성령 참여
히브리서,6,5,하나님 선하다 말씀 내세 능력 맛보다
히브리서,6,6,타락하다 새롭다 회개 하나님 아들 십자가 박아 드러내다 놓다
히브리서,6,7,자주 내리다 흡수 가다 쓰기 합당 채소 내면 하나님 받다
히브리서,6,8,가시와 엉겅퀴 내면 버리다 당하다 가깝다 마지막 사르다
히브리서,6,9,사랑 이보 좋다 구원 확신
히브리서,6,10,하나님 불의 행위 이름 나타내다 사랑 성도 섬기다 섬기다 잊어버리다
히브리서,6,11,간절하다 원하다 동일하다 부지런하다 나타내다 소망 성함
히브리서,6,12,게으르다 믿음 차다 음으로 약속 기업 받다 본받다
히브리서,6,13,하나님 확실하다 약속 하나님 아브라함 약속 가리키다 맹세 자가 크다 가리키다 맹세
히브리서,6,14,주다 주다 번성 번성 하리
히브리서,6,15,참다 약속 받다
히브리서,6,16,크다 자르다 가리키다 맹세 맹세 다투다 모든 최후 확정
히브리서,6,17,하나님 약속 기업 받다 변하다 충분하다 나타내다 맹세 보증
히브리서,6,18,하나님 거짓말 가지 변하다 소망 얻다 피난처 찾다 크다 안위 받다
히브리서,6,19,소망 가지 영혼 튼튼하다 견고하다 휘장 들다 가나
히브리서,6,20,앞서 가신 예수 멜기세덱 따르다 영원하다 대제사장 되어다 들다 가다
히브리서,7,1,멜기세덱 멜기세덱 살렘 높다 하나님 제사장 여러 치다 돌아오다 아브라함 만나다 자라
히브리서,7,2,아브라함 모든 십분 나누다 주니 이름 해석 먼저 의의 살렘 평강
히브리서,7,3,아버지 어머니 족보 시작 생명 하나님 아들 닮다 항상 제사장
히브리서,7,4,높다 보라 조상 아브라함 노략 십분 주다
